item,read,humqwk,study,qwk,token,model,training,ftune,implementation,logsize,gpt,nvocab,vocab,size,base
1,0,0.95,ormerod_2022,0.866,wp,elec,fine-tune_all_parms,1,enc_electra_l,-0.4749551929631547,0,31000,0.31,335000000,elecL
1,0,0.95,ormerod_2022,0.843,bpe,rob,fine-tune_all_parms,1,enc_ro_ber_ta_l,-0.4497716469449059,0,50000,0.5,355000000,robL
1,0,0.95,ormerod_2022,0.849,wp,bert,fine-tune_all_parms,1,enc_bert_base,-0.958607314841775,0,31000,0.31,110000000,bert
1,0,0.95,ormerod_2022,0.881,uni,deb,fine-tune_all_parms,1,enc_de_ber_ta_v3_base_1,-0.7351821769904635,0,128000,1.28,184000000,deb
1,0,0.95,ormerod_2022,0.846,wp,elec,fine-tune_all_parms,1,enc_electra_base,-0.958607314841775,0,31000,0.31,110000000,elec
1,0,0.95,ormerod_2022,0.809,bpe,rob,fine-tune_all_parms,1,enc_ro_ber_ta_base,-0.906578314837765,0,50000,0.5,124000000,rob
1,0,0.95,ormerod_2022,0.822,uni,xln,fine-tune_all_parms,1,enc_x_net_base,-0.9318141382538384,0,32000,0.32,117000000,xln
1,0,0.95,ormerod_2022,0.838,wp,cbert,fine-tune_all_parms,1,enc_conv_bert,-1.744727494896694,0,31000,0.31,18000000,cbert
1,0,0.95,ormerod_2022,0.822,wp,dbert,fine-tune_all_parms,1,enc_distilled_bert,-1.1739251972991736,0,31000,0.31,67000000,dbert
1,0,0.95,ormerod_2022,0.838,wp,elec,fine-tune_all_parms,1,enc_electra_small,-1.8860566476931633,0,31000,0.31,13000000,elecsm
1,0,0.95,ormerod_2022,0.846,wp,mbert,fine-tune_all_parms,1,enc_mobile_bert,-1.6020599913279625,0,31000,0.31,25000000,mbert
1,0,0.95,zeng_2023,0.803,wp,bert,fine-tune_all_parms,1,enc_ber_tno_cl,-0.958607314841775,0,31000,0.31,110000000,bert
1,0,0.95,zeng_2023,0.813,wp,bert,fine-tune_all_parms,1,enc_ber_trand_cl,-0.958607314841775,0,31000,0.31,110000000,bert
1,0,0.95,zeng_2023,0.818,wp,bert,fine-tune_all_parms,1,enc_ber_tread_cl,-0.958607314841775,0,31000,0.31,110000000,bert
1,0,0.95,zeng_2023,0.806,wp,bert,fine-tune_all_parms,1,enc_ber_tlen_cl,-0.958607314841775,0,31000,0.31,110000000,bert
1,0,0.95,zeng_2023,0.817,wp,bert,fine-tune_all_parms,1,enc_ber_terr_cl,-0.958607314841775,0,31000,0.31,110000000,bert
1,0,0.95,zeng_2023,0.799,wp,bert,fine-tune_all_parms,1,enc_ber_tdist_cl,-0.958607314841775,0,31000,0.31,110000000,bert
1,0,0.95,zeng_2023,0.786,wp,bert,fine-tune_all_parms,1,enc_ber_tread_acl,-0.958607314841775,0,31000,0.31,110000000,bert
1,0,0.95,zeng_2023,0.766,wp,bert,fine-tune_all_parms,1,enc_ber_tlen_acl,-0.958607314841775,0,31000,0.31,110000000,bert
1,0,0.95,zeng_2023,0.766,wp,bert,fine-tune_all_parms,1,enc_ber_terr_acl,-0.958607314841775,0,31000,0.31,110000000,bert
1,0,0.95,zeng_2023,0.811,wp,bert,fine-tune_all_parms,1,enc_ber_tdist_acl,-0.958607314841775,0,31000,0.31,110000000,bert
1,0,0.95,zeng_2023,0.826,wp,bert,fine-tune_all_parms,1,enc_ber_tstat_cl,-0.958607314841775,0,31000,0.31,110000000,bert
1,0,0.95,zeng_2023,0.764,wp,bert,fine-tune_all_parms,1,enc_ber_tadapt_cl,-0.958607314841775,0,31000,0.31,110000000,bert
1,0,0.95,surya_2019,0.79,wp,bert,fine-tune_all_parms,1,enc_bert_base_surya19,-0.958607314841775,0,31000,0.31,110000000,bert
2,0,0.93,jiang_bosch_2024,0.724,bpe,gpt4,prompt_engineer,0,gpt4_prompt_scoring_examples,3.24551266781415,1,100000,1,1760000000000,gpt4
2,0,0.93,jiang_bosch_2024,0.669,bpe,gpt4,prompt_engineer,0,gpt4_co_t,3.24551266781415,1,100000,1,1760000000000,gpt4
2,0,0.93,jiang_bosch_2024,0.634,bpe,gpt4,multiprompt,0,gpt4_multihop_co_t,3.24551266781415,1,100000,1,1760000000000,gpt4
2,0,0.93,jiang_bosch_2024,0.658,bpe,gpt4,prompt_engineer,0,gpt4_prompt_only,3.24551266781415,1,100000,1,1760000000000,gpt4
2,0,0.93,jiang_bosch_2024,0.654,bpe,gpt4,prompt_engineer,0,gpt4_score_rationale,3.24551266781415,1,100000,1,1760000000000,gpt4
2,0,0.93,jiang_bosch_2024,0.669,bpe,gpt4,prompt_engineer,0,gpt4_rationale_score,3.24551266781415,1,100000,1,1760000000000,gpt4
2,0,0.93,ormerod_kwako_2024,0.449,bpe,mist,prompt_engineer,0,mistral_7b_instruct,0.859738566197147,1,32000,0.32,7240000000,mist7
2,0,0.93,ormerod_kwako_2024,0.807,bpe,mist,LORA_fine-tune+prompt,1,mistral_7b_instruct,0.859738566197147,1,32000,0.32,7240000000,mist7
2,0,0.93,ormerod_kwako_2024,0.341,bpe,gem,prompt_engineer,0,gemma_1_1_7b_it,0.931457870689005,1,256000,2.56,8540000000,gem
2,0,0.93,ormerod_kwako_2024,0.814,bpe,gem,LORA_fine-tune+prompt,1,gemma_1_1_7b_it,0.931457870689005,1,256000,2.56,8540000000,gem
2,0,0.93,ormerod_kwako_2024,0.45,bpe,lla,prompt_engineer,0,meta_llama_3_8b_instruct,0.9047155452786808,1,128000,1.28,8030000000,lla
2,0,0.93,ormerod_kwako_2024,0.823,bpe,lla,LORA_fine-tune+prompt,1,meta_llama_3_8b_instruct,0.9047155452786808,1,128000,1.28,8030000000,lla
2,0,0.93,ormerod_kwako_2024,0.36,bpe,phi,prompt_engineer,0,phi_3_mini_4k_instruct,0.5820633629117087,1,32000,0.32,3820000000,phi
2,0,0.93,ormerod_kwako_2024,0.779,bpe,phi,LORA_fine-tune+prompt,1,phi_3_mini_4k_instruct,0.5820633629117087,1,32000,0.32,3820000000,phi
2,0,0.93,ormerod_2022,0.838,uni,alb,fine-tune_all_parms,1,enc_al_bert_xx_l,-0.6536470255493614,0,30000,0.3,222000000,alb
2,0,0.93,ormerod_2022,0.791,wp,bert,fine-tune_all_parms,1,enc_bert_l,-0.4749551929631547,0,31000,0.31,335000000,bertL
2,0,0.93,ormerod_2022,0.855,wp,elec,fine-tune_all_parms,1,enc_electra_l,-0.4749551929631547,0,31000,0.31,335000000,elecL
2,0,0.93,ormerod_2022,0.844,bpe,rob,fine-tune_all_parms,1,enc_ro_ber_ta_l,-0.4497716469449059,0,50000,0.5,355000000,robL
2,0,0.93,ormerod_2022,0.772,wp,bert,fine-tune_all_parms,1,enc_bert_base,-0.958607314841775,0,31000,0.31,110000000,bert
2,0,0.93,ormerod_2022,0.865,uni,deb,fine-tune_all_parms,1,enc_de_ber_ta_v3_base_1,-0.7351821769904635,0,128000,1.28,184000000,deb
2,0,0.93,ormerod_2022,0.81,wp,elec,fine-tune_all_parms,1,enc_electra_base,-0.958607314841775,0,31000,0.31,110000000,elec
2,0,0.93,ormerod_2022,0.821,bpe,rob,fine-tune_all_parms,1,enc_ro_ber_ta_base,-0.906578314837765,0,50000,0.5,124000000,rob
2,0,0.93,ormerod_2022,0.784,uni,xln,fine-tune_all_parms,1,enc_x_net_base,-0.9318141382538384,0,32000,0.32,117000000,xln
2,0,0.93,ormerod_2022,0.762,wp,cbert,fine-tune_all_parms,1,enc_conv_bert,-1.744727494896694,0,31000,0.31,18000000,cbert
2,0,0.93,ormerod_2022,0.78,wp,dbert,fine-tune_all_parms,1,enc_distilled_bert,-1.1739251972991736,0,31000,0.31,67000000,dbert
2,0,0.93,ormerod_2022,0.78,wp,elec,fine-tune_all_parms,1,enc_electra_small,-1.8860566476931633,0,31000,0.31,13000000,elecsm
2,0,0.93,ormerod_2022,0.779,wp,mbert,fine-tune_all_parms,1,enc_mobile_bert,-1.6020599913279625,0,31000,0.31,25000000,mbert
2,0,0.93,zeng_2023,0.603,wp,bert,fine-tune_all_parms,1,enc_ber_tno_cl,-0.958607314841775,0,31000,0.31,110000000,bert
2,0,0.93,zeng_2023,0.63,wp,bert,fine-tune_all_parms,1,enc_ber_trand_cl,-0.958607314841775,0,31000,0.31,110000000,bert
2,0,0.93,zeng_2023,0.653,wp,bert,fine-tune_all_parms,1,enc_ber_tread_cl,-0.958607314841775,0,31000,0.31,110000000,bert
2,0,0.93,zeng_2023,0.654,wp,bert,fine-tune_all_parms,1,enc_ber_tlen_cl,-0.958607314841775,0,31000,0.31,110000000,bert
2,0,0.93,zeng_2023,0.618,wp,bert,fine-tune_all_parms,1,enc_ber_terr_cl,-0.958607314841775,0,31000,0.31,110000000,bert
2,0,0.93,zeng_2023,0.636,wp,bert,fine-tune_all_parms,1,enc_ber_tdist_cl,-0.958607314841775,0,31000,0.31,110000000,bert
2,0,0.93,zeng_2023,0.657,wp,bert,fine-tune_all_parms,1,enc_ber_tread_acl,-0.958607314841775,0,31000,0.31,110000000,bert
2,0,0.93,zeng_2023,0.601,wp,bert,fine-tune_all_parms,1,enc_ber_tlen_acl,-0.958607314841775,0,31000,0.31,110000000,bert
2,0,0.93,zeng_2023,0.598,wp,bert,fine-tune_all_parms,1,enc_ber_terr_acl,-0.958607314841775,0,31000,0.31,110000000,bert
2,0,0.93,zeng_2023,0.677,wp,bert,fine-tune_all_parms,1,enc_ber_tdist_acl,-0.958607314841775,0,31000,0.31,110000000,bert
2,0,0.93,zeng_2023,0.664,wp,bert,fine-tune_all_parms,1,enc_ber_tstat_cl,-0.958607314841775,0,31000,0.31,110000000,bert
2,0,0.93,zeng_2023,0.673,wp,bert,fine-tune_all_parms,1,enc_ber_tadapt_cl,-0.958607314841775,0,31000,0.31,110000000,bert
2,0,0.93,surya_2019,0.7,wp,bert,fine-tune_all_parms,1,enc_bert_base_surya19,-0.958607314841775,0,31000,0.31,110000000,bert
3,1,0.77,jiang_bosch_2024,0.626,bpe,gpt4,prompt_engineer,0,gpt4_prompt_scoring_examples,3.24551266781415,1,100000,1,1760000000000,gpt4
3,1,0.77,jiang_bosch_2024,0.359,bpe,gpt4,prompt_engineer,0,gpt4_co_t,3.24551266781415,1,100000,1,1760000000000,gpt4
3,1,0.77,jiang_bosch_2024,0.491,bpe,gpt4,multiprompt,0,gpt4_multihop_co_t,3.24551266781415,1,100000,1,1760000000000,gpt4
3,1,0.77,jiang_bosch_2024,0.501,bpe,gpt4,prompt_engineer,0,gpt4_prompt_only,3.24551266781415,1,100000,1,1760000000000,gpt4
3,1,0.77,jiang_bosch_2024,0.514,bpe,gpt4,prompt_engineer,0,gpt4_score_rationale,3.24551266781415,1,100000,1,1760000000000,gpt4
3,1,0.77,jiang_bosch_2024,0.359,bpe,gpt4,prompt_engineer,0,gpt4_rationale_score,3.24551266781415,1,100000,1,1760000000000,gpt4
3,1,0.77,ormerod_kwako_2024,0.188,bpe,mist,prompt_engineer,0,mistral_7b_instruct,0.859738566197147,1,32000,0.32,7240000000,mist7
3,1,0.77,ormerod_kwako_2024,0.725,bpe,mist,LORA_fine-tune+prompt,1,mistral_7b_instruct,0.859738566197147,1,32000,0.32,7240000000,mist7
3,1,0.77,ormerod_kwako_2024,0.042,bpe,gem,prompt_engineer,0,gemma_1_1_7b_it,0.931457870689005,1,256000,2.56,8540000000,gem
3,1,0.77,ormerod_kwako_2024,0.602,bpe,gem,LORA_fine-tune+prompt,1,gemma_1_1_7b_it,0.931457870689005,1,256000,2.56,8540000000,gem
3,1,0.77,ormerod_kwako_2024,0.293,bpe,lla,prompt_engineer,0,meta_llama_3_8b_instruct,0.9047155452786808,1,128000,1.28,8030000000,lla
3,1,0.77,ormerod_kwako_2024,0.687,bpe,lla,LORA_fine-tune+prompt,1,meta_llama_3_8b_instruct,0.9047155452786808,1,128000,1.28,8030000000,lla
3,1,0.77,ormerod_kwako_2024,0.157,bpe,phi,prompt_engineer,0,phi_3_mini_4k_instruct,0.5820633629117087,1,32000,0.32,3820000000,phi
3,1,0.77,ormerod_kwako_2024,0.697,bpe,phi,LORA_fine-tune+prompt,1,phi_3_mini_4k_instruct,0.5820633629117087,1,32000,0.32,3820000000,phi
3,1,0.77,ormerod_2022,0.673,uni,alb,fine-tune_all_parms,1,enc_al_bert_xx_l,-0.6536470255493614,0,30000,0.3,222000000,alb
3,1,0.77,ormerod_2022,0.715,wp,bert,fine-tune_all_parms,1,enc_bert_l,-0.4749551929631547,0,31000,0.31,335000000,bertL
3,1,0.77,ormerod_2022,0.717,wp,elec,fine-tune_all_parms,1,enc_electra_l,-0.4749551929631547,0,31000,0.31,335000000,elecL
3,1,0.77,ormerod_2022,0.704,bpe,rob,fine-tune_all_parms,1,enc_ro_ber_ta_l,-0.4497716469449059,0,50000,0.5,355000000,robL
3,1,0.77,ormerod_2022,0.692,wp,bert,fine-tune_all_parms,1,enc_bert_base,-0.958607314841775,0,31000,0.31,110000000,bert
3,1,0.77,ormerod_2022,0.677,uni,deb,fine-tune_all_parms,1,enc_de_ber_ta_v3_base_1,-0.7351821769904635,0,128000,1.28,184000000,deb
3,1,0.77,ormerod_2022,0.714,wp,elec,fine-tune_all_parms,1,enc_electra_base,-0.958607314841775,0,31000,0.31,110000000,elec
3,1,0.77,ormerod_2022,0.683,bpe,rob,fine-tune_all_parms,1,enc_ro_ber_ta_base,-0.906578314837765,0,50000,0.5,124000000,rob
3,1,0.77,ormerod_2022,0.675,uni,xln,fine-tune_all_parms,1,enc_x_net_base,-0.9318141382538384,0,32000,0.32,117000000,xln
3,1,0.77,ormerod_2022,0.624,wp,cbert,fine-tune_all_parms,1,enc_conv_bert,-1.744727494896694,0,31000,0.31,18000000,cbert
3,1,0.77,ormerod_2022,0.659,wp,dbert,fine-tune_all_parms,1,enc_distilled_bert,-1.1739251972991736,0,31000,0.31,67000000,dbert
3,1,0.77,ormerod_2022,0.702,wp,elec,fine-tune_all_parms,1,enc_electra_small,-1.8860566476931633,0,31000,0.31,13000000,elecsm
3,1,0.77,ormerod_2022,0.698,wp,mbert,fine-tune_all_parms,1,enc_mobile_bert,-1.6020599913279625,0,31000,0.31,25000000,mbert
3,1,0.77,zeng_2023,0.069,wp,bert,fine-tune_all_parms,1,enc_ber_tno_cl,-0.958607314841775,0,31000,0.31,110000000,bert
3,1,0.77,zeng_2023,0.115,wp,bert,fine-tune_all_parms,1,enc_ber_trand_cl,-0.958607314841775,0,31000,0.31,110000000,bert
3,1,0.77,zeng_2023,0.052,wp,bert,fine-tune_all_parms,1,enc_ber_tread_cl,-0.958607314841775,0,31000,0.31,110000000,bert
3,1,0.77,zeng_2023,0.149,wp,bert,fine-tune_all_parms,1,enc_ber_tlen_cl,-0.958607314841775,0,31000,0.31,110000000,bert
3,1,0.77,zeng_2023,0.092,wp,bert,fine-tune_all_parms,1,enc_ber_terr_cl,-0.958607314841775,0,31000,0.31,110000000,bert
3,1,0.77,zeng_2023,0.126,wp,bert,fine-tune_all_parms,1,enc_ber_tdist_cl,-0.958607314841775,0,31000,0.31,110000000,bert
3,1,0.77,zeng_2023,0.197,wp,bert,fine-tune_all_parms,1,enc_ber_tread_acl,-0.958607314841775,0,31000,0.31,110000000,bert
3,1,0.77,zeng_2023,0.045,wp,bert,fine-tune_all_parms,1,enc_ber_tlen_acl,-0.958607314841775,0,31000,0.31,110000000,bert
3,1,0.77,zeng_2023,0.167,wp,bert,fine-tune_all_parms,1,enc_ber_terr_acl,-0.958607314841775,0,31000,0.31,110000000,bert
3,1,0.77,zeng_2023,0.121,wp,bert,fine-tune_all_parms,1,enc_ber_tdist_acl,-0.958607314841775,0,31000,0.31,110000000,bert
3,1,0.77,zeng_2023,0.208,wp,bert,fine-tune_all_parms,1,enc_ber_tstat_cl,-0.958607314841775,0,31000,0.31,110000000,bert
3,1,0.77,zeng_2023,0.182,wp,bert,fine-tune_all_parms,1,enc_ber_tadapt_cl,-0.958607314841775,0,31000,0.31,110000000,bert
3,1,0.77,surya_2019,0.37,wp,bert,fine-tune_all_parms,1,enc_bert_base_surya19,-0.958607314841775,0,31000,0.31,110000000,bert
4,1,0.75,jiang_bosch_2024,0.517,bpe,gpt4,prompt_engineer,0,gpt4_prompt_scoring_examples,3.24551266781415,1,100000,1,1760000000000,gpt4
4,1,0.75,jiang_bosch_2024,0.598,bpe,gpt4,prompt_engineer,0,gpt4_co_t,3.24551266781415,1,100000,1,1760000000000,gpt4
4,1,0.75,jiang_bosch_2024,0.55,bpe,gpt4,multiprompt,0,gpt4_multihop_co_t,3.24551266781415,1,100000,1,1760000000000,gpt4
4,1,0.75,jiang_bosch_2024,0.512,bpe,gpt4,prompt_engineer,0,gpt4_prompt_only,3.24551266781415,1,100000,1,1760000000000,gpt4
4,1,0.75,jiang_bosch_2024,0.518,bpe,gpt4,prompt_engineer,0,gpt4_score_rationale,3.24551266781415,1,100000,1,1760000000000,gpt4
4,1,0.75,jiang_bosch_2024,0.598,bpe,gpt4,prompt_engineer,0,gpt4_rationale_score,3.24551266781415,1,100000,1,1760000000000,gpt4
4,1,0.75,ormerod_kwako_2024,0.33,bpe,mist,prompt_engineer,0,mistral_7b_instruct,0.859738566197147,1,32000,0.32,7240000000,mist7
4,1,0.75,ormerod_kwako_2024,0.636,bpe,mist,LORA_fine-tune+prompt,1,mistral_7b_instruct,0.859738566197147,1,32000,0.32,7240000000,mist7
4,1,0.75,ormerod_kwako_2024,0.087,bpe,gem,prompt_engineer,0,gemma_1_1_7b_it,0.931457870689005,1,256000,2.56,8540000000,gem
4,1,0.75,ormerod_kwako_2024,0.659,bpe,gem,LORA_fine-tune+prompt,1,gemma_1_1_7b_it,0.931457870689005,1,256000,2.56,8540000000,gem
4,1,0.75,ormerod_kwako_2024,0.334,bpe,lla,prompt_engineer,0,meta_llama_3_8b_instruct,0.9047155452786808,1,128000,1.28,8030000000,lla
4,1,0.75,ormerod_kwako_2024,0.649,bpe,lla,LORA_fine-tune+prompt,1,meta_llama_3_8b_instruct,0.9047155452786808,1,128000,1.28,8030000000,lla
4,1,0.75,ormerod_kwako_2024,0.281,bpe,phi,prompt_engineer,0,phi_3_mini_4k_instruct,0.5820633629117087,1,32000,0.32,3820000000,phi
4,1,0.75,ormerod_kwako_2024,0.625,bpe,phi,LORA_fine-tune+prompt,1,phi_3_mini_4k_instruct,0.5820633629117087,1,32000,0.32,3820000000,phi
4,1,0.75,ormerod_2022,0.675,uni,alb,fine-tune_all_parms,1,enc_al_bert_xx_l,-0.6536470255493614,0,30000,0.3,222000000,alb
4,1,0.75,ormerod_2022,0.732,wp,bert,fine-tune_all_parms,1,enc_bert_l,-0.4749551929631547,0,31000,0.31,335000000,bertL
4,1,0.75,ormerod_2022,0.764,wp,elec,fine-tune_all_parms,1,enc_electra_l,-0.4749551929631547,0,31000,0.31,335000000,elecL
4,1,0.75,ormerod_2022,0.679,bpe,rob,fine-tune_all_parms,1,enc_ro_ber_ta_l,-0.4497716469449059,0,50000,0.5,355000000,robL
4,1,0.75,ormerod_2022,0.722,wp,bert,fine-tune_all_parms,1,enc_bert_base,-0.958607314841775,0,31000,0.31,110000000,bert
4,1,0.75,ormerod_2022,0.69,uni,deb,fine-tune_all_parms,1,enc_de_ber_ta_v3_base_1,-0.7351821769904635,0,128000,1.28,184000000,deb
4,1,0.75,ormerod_2022,0.724,wp,elec,fine-tune_all_parms,1,enc_electra_base,-0.958607314841775,0,31000,0.31,110000000,elec
4,1,0.75,ormerod_2022,0.708,bpe,rob,fine-tune_all_parms,1,enc_ro_ber_ta_base,-0.906578314837765,0,50000,0.5,124000000,rob
4,1,0.75,ormerod_2022,0.68,uni,xln,fine-tune_all_parms,1,enc_x_net_base,-0.9318141382538384,0,32000,0.32,117000000,xln
4,1,0.75,ormerod_2022,0.665,wp,cbert,fine-tune_all_parms,1,enc_conv_bert,-1.744727494896694,0,31000,0.31,18000000,cbert
4,1,0.75,ormerod_2022,0.685,wp,dbert,fine-tune_all_parms,1,enc_distilled_bert,-1.1739251972991736,0,31000,0.31,67000000,dbert
4,1,0.75,ormerod_2022,0.731,wp,elec,fine-tune_all_parms,1,enc_electra_small,-1.8860566476931633,0,31000,0.31,13000000,elecsm
4,1,0.75,ormerod_2022,0.74,wp,mbert,fine-tune_all_parms,1,enc_mobile_bert,-1.6020599913279625,0,31000,0.31,25000000,mbert
4,1,0.75,zeng_2023,0.678,wp,bert,fine-tune_all_parms,1,enc_ber_tno_cl,-0.958607314841775,0,31000,0.31,110000000,bert
4,1,0.75,zeng_2023,0.689,wp,bert,fine-tune_all_parms,1,enc_ber_trand_cl,-0.958607314841775,0,31000,0.31,110000000,bert
4,1,0.75,zeng_2023,0.7,wp,bert,fine-tune_all_parms,1,enc_ber_tread_cl,-0.958607314841775,0,31000,0.31,110000000,bert
4,1,0.75,zeng_2023,0.692,wp,bert,fine-tune_all_parms,1,enc_ber_tlen_cl,-0.958607314841775,0,31000,0.31,110000000,bert
4,1,0.75,zeng_2023,0.698,wp,bert,fine-tune_all_parms,1,enc_ber_terr_cl,-0.958607314841775,0,31000,0.31,110000000,bert
4,1,0.75,zeng_2023,0.718,wp,bert,fine-tune_all_parms,1,enc_ber_tdist_cl,-0.958607314841775,0,31000,0.31,110000000,bert
4,1,0.75,zeng_2023,0.701,wp,bert,fine-tune_all_parms,1,enc_ber_tread_acl,-0.958607314841775,0,31000,0.31,110000000,bert
4,1,0.75,zeng_2023,0.706,wp,bert,fine-tune_all_parms,1,enc_ber_tlen_acl,-0.958607314841775,0,31000,0.31,110000000,bert
4,1,0.75,zeng_2023,0.677,wp,bert,fine-tune_all_parms,1,enc_ber_terr_acl,-0.958607314841775,0,31000,0.31,110000000,bert
4,1,0.75,zeng_2023,0.699,wp,bert,fine-tune_all_parms,1,enc_ber_tdist_acl,-0.958607314841775,0,31000,0.31,110000000,bert
4,1,0.75,zeng_2023,0.698,wp,bert,fine-tune_all_parms,1,enc_ber_tstat_cl,-0.958607314841775,0,31000,0.31,110000000,bert
4,1,0.75,zeng_2023,0.682,wp,bert,fine-tune_all_parms,1,enc_ber_tadapt_cl,-0.958607314841775,0,31000,0.31,110000000,bert
4,1,0.75,surya_2019,0.69,wp,bert,fine-tune_all_parms,1,enc_bert_base_surya19,-0.958607314841775,0,31000,0.31,110000000,bert
5,0,0.95,jiang_bosch_2024,0.772,bpe,gpt4,prompt_engineer,0,gpt4_prompt_scoring_examples,3.24551266781415,1,100000,1,1760000000000,gpt4
5,0,0.95,jiang_bosch_2024,0.647,bpe,gpt4,prompt_engineer,0,gpt4_co_t,3.24551266781415,1,100000,1,1760000000000,gpt4
5,0,0.95,jiang_bosch_2024,0.662,bpe,gpt4,multiprompt,0,gpt4_multihop_co_t,3.24551266781415,1,100000,1,1760000000000,gpt4
5,0,0.95,jiang_bosch_2024,0.752,bpe,gpt4,prompt_engineer,0,gpt4_prompt_only,3.24551266781415,1,100000,1,1760000000000,gpt4
5,0,0.95,jiang_bosch_2024,0.702,bpe,gpt4,prompt_engineer,0,gpt4_score_rationale,3.24551266781415,1,100000,1,1760000000000,gpt4
5,0,0.95,jiang_bosch_2024,0.647,bpe,gpt4,prompt_engineer,0,gpt4_rationale_score,3.24551266781415,1,100000,1,1760000000000,gpt4
5,0,0.95,ormerod_kwako_2024,0.331,bpe,mist,prompt_engineer,0,mistral_7b_instruct,0.859738566197147,1,32000,0.32,7240000000,mist7
5,0,0.95,ormerod_kwako_2024,0.776,bpe,mist,LORA_fine-tune+prompt,1,mistral_7b_instruct,0.859738566197147,1,32000,0.32,7240000000,mist7
5,0,0.95,ormerod_kwako_2024,0.194,bpe,gem,prompt_engineer,0,gemma_1_1_7b_it,0.931457870689005,1,256000,2.56,8540000000,gem
5,0,0.95,ormerod_kwako_2024,0.824,bpe,gem,LORA_fine-tune+prompt,1,gemma_1_1_7b_it,0.931457870689005,1,256000,2.56,8540000000,gem
5,0,0.95,ormerod_kwako_2024,0.602,bpe,lla,prompt_engineer,0,meta_llama_3_8b_instruct,0.9047155452786808,1,128000,1.28,8030000000,lla
5,0,0.95,ormerod_kwako_2024,0.82,bpe,lla,LORA_fine-tune+prompt,1,meta_llama_3_8b_instruct,0.9047155452786808,1,128000,1.28,8030000000,lla
5,0,0.95,ormerod_kwako_2024,0.341,bpe,phi,prompt_engineer,0,phi_3_mini_4k_instruct,0.5820633629117087,1,32000,0.32,3820000000,phi
5,0,0.95,ormerod_kwako_2024,0.781,bpe,phi,LORA_fine-tune+prompt,1,phi_3_mini_4k_instruct,0.5820633629117087,1,32000,0.32,3820000000,phi
5,0,0.95,ormerod_2022,0.764,uni,alb,fine-tune_all_parms,1,enc_al_bert_xx_l,-0.6536470255493614,0,30000,0.3,222000000,alb
5,0,0.95,ormerod_2022,0.762,wp,bert,fine-tune_all_parms,1,enc_bert_l,-0.4749551929631547,0,31000,0.31,335000000,bertL
5,0,0.95,ormerod_2022,0.835,wp,elec,fine-tune_all_parms,1,enc_electra_l,-0.4749551929631547,0,31000,0.31,335000000,elecL
